second,Volt,Volt2
+17.000E-06,-3.720000029E+00,-288.750004E-03
+18.000E-06,-3.720013979E+00,-288.749442E-03
+19.000E-06,-3.875000030E+00,-282.500598E-03
+20.000E-06,-3.875000030E+00,-288.749379E-03
+21.000E-06,-3.875000030E+00,-282.500661E-03
+22.000E-06,-3.874982980E+00,-288.750004E-03
+23.000E-06,-3.720000029E+00,-288.749286E-03
+24.000E-06,-3.720000029E+00,-282.500754E-03
+25.000E-06,-3.720019404E+00,-288.749223E-03
+26.000E-06,-3.874979880E+00,-282.500817E-03
+27.000E-06,-3.720000029E+00,-288.750004E-03
+28.000E-06,-3.720000029E+00,-288.750004E-03
+29.000E-06,-3.720022504E+00,-288.750004E-03
+30.000E-06,-3.874976780E+00,-288.750004E-03
+31.000E-06,-3.720000029E+00,-288.750004E-03
+32.000E-06,-3.720000029E+00,-288.750004E-03
+33.000E-06,-3.720025604E+00,-288.750004E-03
+34.000E-06,-3.875000030E+00,-288.750004E-03
+35.000E-06,-3.874972905E+00,-288.750004E-03
+36.000E-06,-3.720027929E+00,-288.750004E-03
+37.000E-06,-3.875000030E+00,-288.748848E-03
+38.000E-06,-3.875000030E+00,-282.500004E-03
+39.000E-06,-3.874969805E+00,-282.501223E-03
+40.000E-06,-3.720031029E+00,-288.750004E-03
+41.000E-06,-3.875000030E+00,-288.750004E-03
+42.000E-06,-3.874967480E+00,-288.750004E-03
+43.000E-06,-3.720033354E+00,-288.748661E-03
+44.000E-06,-3.874965930E+00,-282.502754E-03
+45.000E-06,-3.720034904E+00,-294.998598E-03
+46.000E-06,-3.874964380E+00,-288.750004E-03
+47.000E-06,-3.720036454E+00,-288.750004E-03
+48.000E-06,-3.875000030E+00,-288.750004E-03
+49.000E-06,-3.875000030E+00,-288.748473E-03
+50.000E-06,-3.874961280E+00,-282.501567E-03
+51.000E-06,-3.720000029E+00,-288.750004E-03
+52.000E-06,-3.720080629E+00,-288.750004E-03
+53.000E-06,-4.029917881E+00,-288.750004E-03
+54.000E-06,-3.720000029E+00,-288.750004E-03
+55.000E-06,-3.720000029E+00,-288.748286E-03
+56.000E-06,-3.720000029E+00,-282.501754E-03
+57.000E-06,-3.720000029E+00,-288.750004E-03
+58.000E-06,-3.720000029E+00,-288.748192E-03
+59.000E-06,-3.720045754E+00,-282.501848E-03
+60.000E-06,-3.874953530E+00,-288.750004E-03
+61.000E-06,-3.720000029E+00,-288.748098E-03
+62.000E-06,-3.720000029E+00,-282.500004E-03
+63.000E-06,-3.720000029E+00,-282.501973E-03
+64.000E-06,-3.720049629E+00,-288.752004E-03
+65.000E-06,-3.875000030E+00,-294.997973E-03
+66.000E-06,-3.874948880E+00,-288.750004E-03
+67.000E-06,-3.720051954E+00,-288.747911E-03
+68.000E-06,-3.875000030E+00,-282.502129E-03
+69.000E-06,-3.874946555E+00,-288.750004E-03
+70.000E-06,-3.720054279E+00,-288.750004E-03
+71.000E-06,-3.875055055E+00,-288.750004E-03
+72.000E-06,-4.029888431E+00,-288.750004E-03
+73.000E-06,-3.719943454E+00,-288.750004E-03
+74.000E-06,-3.565114727E+00,-288.747692E-03
+75.000E-06,-3.875000030E+00,-282.504692E-03
+76.000E-06,-3.874941130E+00,-295.000005E-03
+77.000E-06,-3.720059704E+00,-294.995192E-03
+78.000E-06,-3.875000030E+00,-282.502442E-03
+79.000E-06,-3.875000030E+00,-288.750004E-03
+80.000E-06,-3.875000030E+00,-288.750004E-03
+81.000E-06,-3.875000030E+00,-288.750004E-03
+82.000E-06,-3.875000030E+00,-288.750004E-03
+83.000E-06,-3.875000030E+00,-288.747411E-03
+84.000E-06,-3.874934930E+00,-282.500004E-03
+85.000E-06,-3.720000029E+00,-282.502661E-03
+86.000E-06,-3.720066679E+00,-288.750004E-03
+87.000E-06,-3.874932605E+00,-288.747286E-03
+88.000E-06,-3.720068229E+00,-282.502754E-03
+89.000E-06,-3.875000030E+00,-288.750004E-03
+90.000E-06,-3.875000030E+00,-288.750004E-03
+91.000E-06,-3.875000030E+00,-288.747161E-03
+92.000E-06,-3.875000030E+00,-282.500004E-03
+93.000E-06,-3.874927955E+00,-282.505817E-03
+94.000E-06,-3.720072879E+00,-294.997067E-03
+95.000E-06,-3.875000030E+00,-288.750004E-03
+96.000E-06,-3.875000030E+00,-288.750004E-03
+97.000E-06,-3.875000030E+00,-288.750004E-03
+98.000E-06,-3.874924080E+00,-288.750004E-03
+99.000E-06,-3.720076754E+00,-288.753098E-03
+100.001E-06,-3.875000030E+00,-295.000005E-03
+101.001E-06,-3.875078305E+00,-294.996848E-03
+102.001E-06,-4.029841931E+00,-288.750004E-03
+103.001E-06,-3.720079854E+00,-288.750004E-03
+104.001E-06,-3.875000030E+00,-288.750004E-03
+105.001E-06,-3.875000030E+00,-288.750004E-03
+106.001E-06,-3.875000030E+00,-288.750004E-03
+107.001E-06,-3.875082955E+00,-288.750004E-03
+108.001E-06,-4.029832631E+00,-288.750004E-03
+109.001E-06,-3.720084504E+00,-288.753411E-03
+110.001E-06,-3.875000030E+00,-295.000005E-03
+111.001E-06,-3.875000030E+00,-294.996536E-03
+112.001E-06,-3.875000030E+00,-288.753504E-03
+113.001E-06,-3.875000030E+00,-294.996473E-03
+114.001E-06,-3.875000030E+00,-288.753567E-03
+115.001E-06,-3.875000030E+00,-294.996411E-03
+116.001E-06,-3.875000030E+00,-288.750004E-03
+117.001E-06,-3.875000030E+00,-288.753661E-03
+118.001E-06,-3.875000030E+00,-294.992630E-03
+119.001E-06,-3.875092255E+00,-282.503723E-03
+120.001E-06,-4.029907031E+00,-288.750004E-03
+121.001E-06,-3.875000030E+00,-288.750004E-03
+122.001E-06,-3.875000030E+00,-288.753817E-03
+123.001E-06,-3.875000030E+00,-294.996161E-03
+124.001E-06,-3.875000030E+00,-288.750004E-03
+125.001E-06,-3.875000030E+00,-288.750004E-03
+126.001E-06,-3.875097680E+00,-288.750004E-03
+127.001E-06,-4.030000031E+00,-288.750004E-03
+128.001E-06,-4.029900831E+00,-288.754004E-03
+129.001E-06,-3.875100005E+00,-294.991942E-03
+130.001E-06,-4.029798531E+00,-282.504067E-03
+131.001E-06,-3.720101554E+00,-288.754098E-03
+132.001E-06,-3.875000030E+00,-295.000005E-03
+133.001E-06,-3.875000030E+00,-294.991692E-03
+134.001E-06,-3.875000030E+00,-282.508379E-03
+135.001E-06,-3.875104655E+00,-294.991567E-03
+136.001E-06,-4.029894631E+00,-282.504254E-03
+137.001E-06,-3.875000030E+00,-288.750004E-03
+138.001E-06,-3.875106980E+00,-288.754317E-03
+139.001E-06,-4.029892306E+00,-294.995661E-03
+140.001E-06,-3.875000030E+00,-288.750004E-03
+141.001E-06,-3.875109305E+00,-288.754411E-03
+142.001E-06,-4.029889981E+00,-294.995567E-03
+143.001E-06,-3.875000030E+00,-288.750004E-03
+144.001E-06,-3.875000030E+00,-288.754504E-03
+145.001E-06,-3.875000030E+00,-295.000005E-03
+146.001E-06,-3.875000030E+00,-295.000005E-03
+147.001E-06,-3.875000030E+00,-294.995411E-03
+148.001E-06,-3.875000030E+00,-288.750004E-03
+149.001E-06,-3.875000030E+00,-288.750004E-03
+150.001E-06,-3.875000030E+00,-288.754692E-03
+151.001E-06,-3.875000030E+00,-295.000005E-03
+152.001E-06,-3.875117830E+00,-294.995255E-03
+153.001E-06,-4.029881456E+00,-288.750004E-03
+154.001E-06,-3.875119380E+00,-288.754817E-03
+155.001E-06,-4.029879906E+00,-294.995161E-03
+156.001E-06,-3.875000030E+00,-288.750004E-03
+157.001E-06,-3.875121705E+00,-288.754911E-03
+158.001E-06,-4.030000031E+00,-294.995067E-03
+159.001E-06,-4.029876806E+00,-288.754973E-03
+160.001E-06,-3.875124030E+00,-295.000005E-03
+161.001E-06,-4.029875256E+00,-295.000005E-03
+162.001E-06,-3.875125580E+00,-295.000005E-03
+163.001E-06,-4.029873706E+00,-295.000005E-03
+164.001E-06,-3.875000030E+00,-295.000005E-03
+165.001E-06,-3.875000030E+00,-294.994848E-03
+166.001E-06,-3.875000030E+00,-288.755192E-03
+167.001E-06,-3.875129455E+00,-294.994786E-03
+168.001E-06,-4.030000031E+00,-288.755254E-03
+169.001E-06,-4.030000031E+00,-295.000005E-03
+170.001E-06,-4.030000031E+00,-295.000005E-03
+171.001E-06,-4.030000031E+00,-294.989317E-03
+172.001E-06,-4.030133331E+00,-282.505379E-03
+173.001E-06,-4.185000032E+00,-288.750004E-03
+174.001E-06,-4.184865182E+00,-288.755442E-03
+175.001E-06,-4.029864406E+00,-295.000005E-03
+176.001E-06,-3.875000030E+00,-295.000005E-03
+177.001E-06,-3.875137205E+00,-295.000005E-03
+178.001E-06,-4.029862081E+00,-294.994442E-03
+179.001E-06,-3.875000030E+00,-288.755598E-03
+180.001E-06,-3.875000030E+00,-295.000005E-03
+181.001E-06,-3.875000030E+00,-295.000005E-03
+182.001E-06,-3.875000030E+00,-294.994317E-03
+183.001E-06,-3.875141855E+00,-288.750004E-03
+184.001E-06,-4.029857431E+00,-288.750004E-03
+185.001E-06,-3.875143405E+00,-288.750004E-03
+186.001E-06,-4.029855881E+00,-288.755817E-03
+187.001E-06,-3.875144955E+00,-294.994161E-03
+188.001E-06,-4.030000031E+00,-288.755879E-03
+189.001E-06,-4.030000031E+00,-294.994098E-03
+190.001E-06,-4.030000031E+00,-288.755942E-03
+191.001E-06,-4.030000031E+00,-294.994036E-03
+192.001E-06,-4.030000031E+00,-288.750004E-03
+193.001E-06,-4.029850456E+00,-288.756036E-03
+194.001E-06,-3.875000030E+00,-295.000005E-03
+195.001E-06,-3.875151155E+00,-295.000005E-03
+196.001E-06,-4.029848131E+00,-295.000005E-03
+197.001E-06,-3.875305380E+00,-294.987692E-03
+198.001E-06,-4.185000032E+00,-282.512379E-03
+199.001E-06,-4.184691582E+00,-295.000005E-03
+200.001E-06,-3.875000030E+00,-295.000005E-03
+201.001E-06,-3.875155805E+00,-295.000005E-03
+202.001E-06,-4.030000031E+00,-294.993692E-03
+203.001E-06,-4.029842706E+00,-288.750004E-03
+204.001E-06,-3.875000030E+00,-288.756379E-03
+205.001E-06,-3.875158905E+00,-294.993598E-03
+206.001E-06,-4.029840381E+00,-288.756442E-03
+207.001E-06,-3.875160455E+00,-295.000005E-03
+208.001E-06,-4.030000031E+00,-295.000005E-03
+209.001E-06,-4.030000031E+00,-295.000005E-03
+210.001E-06,-4.029837281E+00,-295.000005E-03
+211.001E-06,-3.875163555E+00,-294.993411E-03
+212.001E-06,-4.030000031E+00,-288.756629E-03
+213.001E-06,-4.030165106E+00,-295.000005E-03
+214.001E-06,-4.184668332E+00,-294.993317E-03
+215.001E-06,-3.875000030E+00,-288.750004E-03
+216.001E-06,-3.875334830E+00,-288.756754E-03
+217.001E-06,-4.184663682E+00,-294.993223E-03
+218.001E-06,-3.875168980E+00,-288.756817E-03
+219.001E-06,-4.029830306E+00,-294.993161E-03
+220.001E-06,-3.875170530E+00,-288.756879E-03
+221.001E-06,-4.030000031E+00,-294.993098E-03
+222.001E-06,-4.029827981E+00,-288.750004E-03
+223.001E-06,-3.875172855E+00,-288.756973E-03
+224.001E-06,-4.029826431E+00,-295.000005E-03
+225.001E-06,-3.875000030E+00,-295.000005E-03
+226.001E-06,-3.875000030E+00,-295.000005E-03
+227.001E-06,-3.875351880E+00,-295.000005E-03
+228.001E-06,-4.184823332E+00,-294.992880E-03
+229.001E-06,-4.030000031E+00,-288.757161E-03
+230.001E-06,-4.030000031E+00,-294.992817E-03
+231.001E-06,-4.030179056E+00,-288.757223E-03
+232.001E-06,-4.184820232E+00,-295.000005E-03
+233.001E-06,-4.030000031E+00,-295.000005E-03
+234.001E-06,-4.029818681E+00,-295.000005E-03
+235.001E-06,-3.875000030E+00,-295.000005E-03
+236.001E-06,-3.875000030E+00,-295.000005E-03
+237.001E-06,-3.875183705E+00,-294.985192E-03
+238.001E-06,-4.029815581E+00,-282.507442E-03
+239.001E-06,-3.875185255E+00,-288.757473E-03
+240.001E-06,-4.030000031E+00,-295.000005E-03
+241.001E-06,-4.030186806E+00,-294.992473E-03
+242.001E-06,-4.184812482E+00,-288.757567E-03
+243.001E-06,-4.030188356E+00,-295.000005E-03
+244.001E-06,-4.185000032E+00,-295.000005E-03
+245.001E-06,-4.185000032E+00,-295.000005E-03
+246.001E-06,-4.184809382E+00,-294.992317E-03
+247.001E-06,-4.030000031E+00,-288.757723E-03
+248.001E-06,-4.030192231E+00,-295.000005E-03
+249.001E-06,-4.184807057E+00,-294.992223E-03
+250.001E-06,-4.030000031E+00,-288.757817E-03
+251.001E-06,-4.030194556E+00,-295.000005E-03
+252.001E-06,-4.184804732E+00,-295.000005E-03
+253.001E-06,-4.030196106E+00,-294.992098E-03
+254.001E-06,-4.185000032E+00,-288.750004E-03
+255.001E-06,-4.184802407E+00,-288.757973E-03
+256.001E-06,-4.030198431E+00,-295.000005E-03
+257.001E-06,-4.184800857E+00,-294.991973E-03
+258.001E-06,-4.030000031E+00,-288.758067E-03
+259.001E-06,-4.030000031E+00,-295.000005E-03
+260.001E-06,-4.029798531E+00,-295.000005E-03
+261.001E-06,-3.875000030E+00,-294.991848E-03
+262.001E-06,-3.875406130E+00,-288.766379E-03
+263.001E-06,-4.184796207E+00,-301.241786E-03
+264.001E-06,-4.030000031E+00,-295.000005E-03
+265.001E-06,-4.030000031E+00,-294.991723E-03
+266.001E-06,-4.030000031E+00,-288.758317E-03
+267.001E-06,-4.030000031E+00,-295.000005E-03
+268.001E-06,-4.030207731E+00,-295.000005E-03
+269.001E-06,-4.184791557E+00,-295.000005E-03
+270.001E-06,-4.029790781E+00,-295.000005E-03
+271.001E-06,-3.875210055E+00,-295.000005E-03
+272.001E-06,-4.030000031E+00,-295.000005E-03
+273.001E-06,-4.030000031E+00,-295.000005E-03
+274.001E-06,-4.030000031E+00,-295.000005E-03
+275.001E-06,-4.030000031E+00,-295.000005E-03
+276.001E-06,-4.030000031E+00,-295.000005E-03
+277.001E-06,-4.030000031E+00,-295.000005E-03
+278.001E-06,-4.030000031E+00,-295.000005E-03
+279.001E-06,-4.030000031E+00,-295.000005E-03
+280.001E-06,-4.030000031E+00,-295.000005E-03
+281.001E-06,-4.030000031E+00,-295.000005E-03
+282.001E-06,-4.030000031E+00,-295.000005E-03
+283.001E-06,-4.030000031E+00,-294.991161E-03
+284.001E-06,-4.030000031E+00,-288.758879E-03
+285.001E-06,-4.030220906E+00,-295.000005E-03
+286.001E-06,-4.185000032E+00,-294.991067E-03
+287.001E-06,-4.184555182E+00,-288.767942E-03
+288.001E-06,-3.875223230E+00,-301.241005E-03
+289.001E-06,-4.030000031E+00,-295.000005E-03
+290.001E-06,-4.030224781E+00,-295.009067E-03
+291.001E-06,-4.185000032E+00,-301.240911E-03
+292.001E-06,-4.184773732E+00,-295.000005E-03
+293.001E-06,-4.030227106E+00,-295.000005E-03
+294.001E-06,-4.184772182E+00,-295.000005E-03
+295.001E-06,-4.030228656E+00,-294.990786E-03
+296.001E-06,-4.184770632E+00,-288.759254E-03
+297.001E-06,-4.030230206E+00,-295.000005E-03
+298.001E-06,-4.185000032E+00,-295.000005E-03
+299.001E-06,-4.185000032E+00,-295.009348E-03
+300.002E-06,-4.185000032E+00,-301.240630E-03
+301.002E-06,-4.185000032E+00,-295.000005E-03
+302.002E-06,-4.184765982E+00,-295.000005E-03
+303.002E-06,-4.030000031E+00,-295.009473E-03
+304.002E-06,-4.030000031E+00,-301.231005E-03
+305.002E-06,-4.030000031E+00,-288.759536E-03
+306.002E-06,-4.030237181E+00,-295.009567E-03
+307.002E-06,-4.184762107E+00,-301.240411E-03
+308.002E-06,-4.030000031E+00,-295.000005E-03
+309.002E-06,-4.030239506E+00,-295.000005E-03
+310.002E-06,-4.184759782E+00,-295.009692E-03
+311.002E-06,-4.030241056E+00,-301.240286E-03
+312.002E-06,-4.185000032E+00,-295.000005E-03
+313.002E-06,-4.185000032E+00,-295.000005E-03
+314.002E-06,-4.185000032E+00,-295.009817E-03
+315.002E-06,-4.185000032E+00,-301.240161E-03
+316.002E-06,-4.185000032E+00,-295.000005E-03
+317.002E-06,-4.185000032E+00,-294.990098E-03
+318.002E-06,-4.185000032E+00,-288.759942E-03
+319.002E-06,-4.184752807E+00,-295.000005E-03
+320.002E-06,-4.030000031E+00,-295.000005E-03
+321.002E-06,-4.030248806E+00,-295.000005E-03
+322.002E-06,-4.185000032E+00,-294.989942E-03
+323.002E-06,-4.184749707E+00,-288.760098E-03
+324.002E-06,-4.030000031E+00,-295.000005E-03
+325.002E-06,-4.030000031E+00,-295.010161E-03
+326.002E-06,-4.030252681E+00,-301.239817E-03
+327.002E-06,-4.185000032E+00,-294.989786E-03
+328.002E-06,-4.185000032E+00,-288.760254E-03
+329.002E-06,-4.184745057E+00,-295.000005E-03
+330.002E-06,-4.030000031E+00,-295.000005E-03
+331.002E-06,-4.030000031E+00,-295.000005E-03
+332.002E-06,-4.030257331E+00,-295.000005E-03
+333.002E-06,-4.185000032E+00,-295.010411E-03
+334.002E-06,-4.184741182E+00,-301.239567E-03
+335.002E-06,-4.030000031E+00,-295.000005E-03
+336.002E-06,-4.030260431E+00,-295.000005E-03
+337.002E-06,-4.184738857E+00,-295.000005E-03
+338.002E-06,-4.030261981E+00,-295.010567E-03
+339.002E-06,-4.185000032E+00,-301.239411E-03
+340.002E-06,-4.185000032E+00,-295.010630E-03
+341.002E-06,-4.185000032E+00,-301.239348E-03
+342.002E-06,-4.184734982E+00,-295.000005E-03
+343.002E-06,-4.030531681E+00,-294.989286E-03
+344.002E-06,-4.339466833E+00,-288.750004E-03
+345.002E-06,-4.030267406E+00,-288.760786E-03
+346.002E-06,-4.184731882E+00,-295.000005E-03
+347.002E-06,-4.030000031E+00,-295.010848E-03
+348.002E-06,-4.030269731E+00,-301.239130E-03
+349.002E-06,-4.185000032E+00,-295.000005E-03
+350.002E-06,-4.185000032E+00,-295.000005E-03
+351.002E-06,-4.185000032E+00,-295.010973E-03
+352.002E-06,-4.185000032E+00,-301.239005E-03
+353.002E-06,-4.185000032E+00,-295.011036E-03
+354.002E-06,-4.185000032E+00,-301.250005E-03
+355.002E-06,-4.185000032E+00,-301.238911E-03
+356.002E-06,-4.184724132E+00,-295.000005E-03
+357.002E-06,-4.030276706E+00,-295.000005E-03
+358.002E-06,-4.184722582E+00,-295.000005E-03
+359.002E-06,-4.030000031E+00,-295.000005E-03
+360.002E-06,-4.030279031E+00,-295.011255E-03
+361.002E-06,-4.184720257E+00,-301.238723E-03
+362.002E-06,-4.030280581E+00,-295.011317E-03
+363.002E-06,-4.185000032E+00,-301.250005E-03
+364.002E-06,-4.185000032E+00,-301.250005E-03
+365.002E-06,-4.185000032E+00,-301.238598E-03
+366.002E-06,-4.184716382E+00,-295.000005E-03
+367.002E-06,-4.030284456E+00,-295.000005E-03
+368.002E-06,-4.185000032E+00,-295.000005E-03
+369.002E-06,-4.185000032E+00,-295.011536E-03
+370.002E-06,-4.185000032E+00,-301.238442E-03
+371.002E-06,-4.185000032E+00,-295.000005E-03
+372.002E-06,-4.185000032E+00,-295.011630E-03
+373.002E-06,-4.184710957E+00,-301.238348E-03
+374.002E-06,-4.030289881E+00,-295.000005E-03
+375.002E-06,-4.185000032E+00,-295.000005E-03
+376.002E-06,-4.185291432E+00,-295.000005E-03
+377.002E-06,-4.339707858E+00,-295.000005E-03
+378.002E-06,-4.185292982E+00,-295.000005E-03
+379.002E-06,-4.339412583E+00,-295.000005E-03
+380.002E-06,-4.030294531E+00,-295.000005E-03
+381.002E-06,-4.185000032E+00,-295.000005E-03
+382.002E-06,-4.185000032E+00,-295.000005E-03
+383.002E-06,-4.185296857E+00,-295.000005E-03
+384.002E-06,-4.340000033E+00,-295.000005E-03
+385.002E-06,-4.339403283E+00,-295.000005E-03
+386.002E-06,-4.030598331E+00,-295.000005E-03
+387.002E-06,-4.339700108E+00,-295.000005E-03
+388.002E-06,-4.185000032E+00,-295.000005E-03
+389.002E-06,-4.184698557E+00,-295.000005E-03
+390.002E-06,-4.030302281E+00,-295.000005E-03
+391.002E-06,-4.185000032E+00,-294.987786E-03
+392.002E-06,-4.185000032E+00,-288.774504E-03
+393.002E-06,-4.185000032E+00,-301.237723E-03
+394.002E-06,-4.184694682E+00,-295.000005E-03
+395.002E-06,-4.030000031E+00,-295.000005E-03
+396.002E-06,-4.030613831E+00,-295.000005E-03
+397.002E-06,-4.339692358E+00,-295.000005E-03
+398.002E-06,-4.184691582E+00,-295.000005E-03
+399.002E-06,-4.030309256E+00,-295.000005E-03
+400.002E-06,-4.185310032E+00,-295.000005E-03
+401.002E-06,-4.340000033E+00,-295.012536E-03
+402.002E-06,-4.339688483E+00,-301.250005E-03
+403.002E-06,-4.185000032E+00,-301.237411E-03
+404.002E-06,-4.185000032E+00,-295.000005E-03
+405.002E-06,-4.185313907E+00,-295.000005E-03
+406.002E-06,-4.339685383E+00,-295.000005E-03
+407.002E-06,-4.185000032E+00,-295.000005E-03
+408.002E-06,-4.185316232E+00,-295.012755E-03
+409.002E-06,-4.339683058E+00,-301.250005E-03
+410.002E-06,-4.185000032E+00,-301.250005E-03
+411.002E-06,-4.185318557E+00,-301.237161E-03
+412.002E-06,-4.339680733E+00,-295.000005E-03
+413.002E-06,-4.185000032E+00,-295.012911E-03
+414.002E-06,-4.185000032E+00,-301.237067E-03
+415.002E-06,-4.185321657E+00,-295.012973E-03
+416.002E-06,-4.340000033E+00,-301.250005E-03
+417.002E-06,-4.340000033E+00,-301.236973E-03
+418.002E-06,-4.340000033E+00,-295.013067E-03
+419.002E-06,-4.339350583E+00,-301.250005E-03
+420.002E-06,-4.030651031E+00,-301.236880E-03
+421.002E-06,-4.340000033E+00,-295.013161E-03
+422.002E-06,-4.340000033E+00,-301.250005E-03
+423.002E-06,-4.340000033E+00,-301.236786E-03
+424.002E-06,-4.339671433E+00,-295.013255E-03
+425.002E-06,-4.185000032E+00,-301.250005E-03
+426.002E-06,-4.184669882E+00,-301.236692E-03
+427.002E-06,-4.030000031E+00,-295.000005E-03
+428.002E-06,-4.030663431E+00,-295.000005E-03
+429.002E-06,-4.339667558E+00,-295.026817E-03
+430.002E-06,-4.185333282E+00,-307.473130E-03
+431.002E-06,-4.339666008E+00,-295.000005E-03
+432.002E-06,-4.185334832E+00,-295.000005E-03
+433.002E-06,-4.339664458E+00,-295.013536E-03
+434.002E-06,-4.185000032E+00,-301.250005E-03
+435.002E-06,-4.185000032E+00,-301.250005E-03
+436.002E-06,-4.185000032E+00,-301.250005E-03
+437.002E-06,-4.185000032E+00,-301.236348E-03
+438.002E-06,-4.185000032E+00,-295.013692E-03
+439.002E-06,-4.185000032E+00,-301.236286E-03
+440.002E-06,-4.185000032E+00,-295.000005E-03
+441.002E-06,-4.185000032E+00,-295.000005E-03
+442.002E-06,-4.185000032E+00,-295.000005E-03
+443.002E-06,-4.185000032E+00,-295.013848E-03
+444.002E-06,-4.185344132E+00,-301.250005E-03
+445.002E-06,-4.339655158E+00,-301.236098E-03
+446.002E-06,-4.185345682E+00,-295.000005E-03
+447.002E-06,-4.339653608E+00,-295.013973E-03
+448.002E-06,-4.185000032E+00,-301.250005E-03
+449.002E-06,-4.185348007E+00,-301.250005E-03
+450.002E-06,-4.339651283E+00,-301.250005E-03
+451.002E-06,-4.185000032E+00,-301.221817E-03
+452.002E-06,-4.185000032E+00,-288.778254E-03
+453.002E-06,-4.185000032E+00,-301.250005E-03
+454.002E-06,-4.185000032E+00,-301.250005E-03
+455.002E-06,-4.185000032E+00,-301.235786E-03
+456.002E-06,-4.185000032E+00,-295.000005E-03
+457.002E-06,-4.185000032E+00,-295.000005E-03
+458.002E-06,-4.185000032E+00,-295.028630E-03
+459.002E-06,-4.185355757E+00,-307.485661E-03
+460.002E-06,-4.339643533E+00,-301.235630E-03
+461.002E-06,-4.185357307E+00,-295.000005E-03
+462.002E-06,-4.339641983E+00,-295.014442E-03
+463.002E-06,-4.185358857E+00,-301.250005E-03
+464.002E-06,-4.339640433E+00,-301.250005E-03
+465.002E-06,-4.185000032E+00,-301.250005E-03
+466.002E-06,-4.185000032E+00,-301.235442E-03
+467.002E-06,-4.185000032E+00,-295.014598E-03
+468.002E-06,-4.185000032E+00,-301.250005E-03
+469.002E-06,-4.185000032E+00,-301.235348E-03
+470.002E-06,-4.185000032E+00,-295.000005E-03
+471.002E-06,-4.185365057E+00,-295.000005E-03
+472.002E-06,-4.339634233E+00,-295.014755E-03
+473.002E-06,-4.185000032E+00,-301.235223E-03
+474.002E-06,-4.185000032E+00,-295.029630E-03
+475.002E-06,-4.185000032E+00,-307.500005E-03
+476.002E-06,-4.185000032E+00,-307.470255E-03
+477.002E-06,-4.185000032E+00,-295.014911E-03
+478.002E-06,-4.185370482E+00,-301.250005E-03
+479.002E-06,-4.340000033E+00,-301.250005E-03
+480.002E-06,-4.340000033E+00,-301.235005E-03
+481.002E-06,-4.339627258E+00,-295.030067E-03
+482.002E-06,-4.185000032E+00,-307.469880E-03
+483.002E-06,-4.185374357E+00,-295.000005E-03
+484.002E-06,-4.339624933E+00,-295.000005E-03
+485.002E-06,-4.185000032E+00,-295.000005E-03
+486.002E-06,-4.185376682E+00,-295.015192E-03
+487.002E-06,-4.340000033E+00,-301.250005E-03
+488.002E-06,-4.340000033E+00,-301.250005E-03
+489.002E-06,-4.339621058E+00,-301.250005E-03
+490.002E-06,-4.185379782E+00,-301.250005E-03
+491.002E-06,-4.340000033E+00,-301.250005E-03
+492.002E-06,-4.340000033E+00,-301.234630E-03
+493.002E-06,-4.339617958E+00,-295.000005E-03
+494.002E-06,-4.185382882E+00,-295.015442E-03
+495.002E-06,-4.340000033E+00,-301.234536E-03
+496.002E-06,-4.339615633E+00,-295.015505E-03
+497.002E-06,-4.185000032E+00,-301.250005E-03
+498.002E-06,-4.185385982E+00,-301.234442E-03
+499.002E-06,-4.340386758E+00,-294.984411E-03
