second,Volt
+962.000E-06,+896.093845E-03
+964.000E-06,+892.187595E-03
+966.000E-06,+884.375095E-03
+968.000E-06,+872.656345E-03
+970.000E-06,+868.750095E-03
+972.000E-06,+864.843845E-03
+974.000E-06,+860.937595E-03
+976.000E-06,+853.125095E-03
+978.000E-06,+849.218845E-03
+980.000E-06,+849.218845E-03
+982.000E-06,+845.312595E-03
+984.000E-06,+841.406345E-03
+986.000E-06,+849.218845E-03
+988.000E-06,+845.312595E-03
+990.000E-06,+841.406345E-03
+992.000E-06,+849.218845E-03
+994.000E-06,+845.312595E-03
+996.000E-06,+845.312595E-03
+998.000E-06,+849.218845E-03
+1.000000E-03,+853.125095E-03
+1.002000E-03,+857.031345E-03
+1.004000E-03,+860.937595E-03
+1.006000E-03,+868.750095E-03
+1.008000E-03,+868.750095E-03
+1.010000E-03,+884.375095E-03
+1.012000E-03,+888.281345E-03
+1.014000E-03,+896.093845E-03
+1.016000E-03,+907.812595E-03
+1.018000E-03,+919.531345E-03
+1.020000E-03,+919.531345E-03
+1.022000E-03,+935.156345E-03
+1.024000E-03,+942.968845E-03
+1.026000E-03,+954.687595E-03
+1.028000E-03,+970.312595E-03
+1.030000E-03,+974.218845E-03
+1.032000E-03,+997.656345E-03
+1.034000E-03,+1.009375095E+00
+1.036000E-03,+1.021093845E+00
+1.038000E-03,+1.032812595E+00
+1.040000E-03,+1.056250095E+00
+1.042000E-03,+1.071875095E+00
+1.044000E-03,+1.087500095E+00
+1.046000E-03,+1.103125095E+00
+1.048000E-03,+1.122656345E+00
+1.050000E-03,+1.142187595E+00
+1.052000E-03,+1.161718845E+00
+1.054000E-03,+1.185156345E+00
+1.056000E-03,+1.208593845E+00
+1.058000E-03,+1.228125095E+00
+1.060000E-03,+1.243750095E+00
+1.062000E-03,+1.271093845E+00
+1.064000E-03,+1.298437595E+00
+1.066000E-03,+1.329687595E+00
+1.068000E-03,+1.353125095E+00
+1.070000E-03,+1.376562595E+00
+1.072000E-03,+1.403906345E+00
+1.074000E-03,+1.427343845E+00
+1.076000E-03,+1.454687595E+00
+1.078000E-03,+1.485937595E+00
+1.080000E-03,+1.513281345E+00
+1.082000E-03,+1.544531345E+00
+1.084000E-03,+1.571875095E+00
+1.086000E-03,+1.607031345E+00
+1.088000E-03,+1.638281345E+00
+1.090000E-03,+1.665625095E+00
+1.092000E-03,+1.696875095E+00
+1.094000E-03,+1.732031345E+00
+1.096000E-03,+1.767187595E+00
+1.098000E-03,+1.810156345E+00
+1.100000E-03,+1.841406345E+00
+1.102000E-03,+1.876562595E+00
+1.104000E-03,+1.907812595E+00
+1.106000E-03,+1.946875095E+00
+1.108000E-03,+1.985937595E+00
+1.110000E-03,+2.021093845E+00
+1.112000E-03,+2.064062595E+00
+1.114000E-03,+2.103125095E+00
+1.116000E-03,+2.146093845E+00
+1.118000E-03,+2.177343845E+00
+1.120000E-03,+2.220312595E+00
+1.122000E-03,+2.259375095E+00
+1.124000E-03,+2.294531345E+00
+1.126000E-03,+2.337500095E+00
+1.128000E-03,+2.380468845E+00
+1.130000E-03,+2.423437595E+00
+1.132000E-03,+2.466406345E+00
+1.134000E-03,+2.505468845E+00
+1.136000E-03,+2.552343845E+00
+1.138000E-03,+2.599218845E+00
+1.140000E-03,+2.634375095E+00
+1.142000E-03,+2.685156345E+00
+1.144000E-03,+2.735937595E+00
+1.146000E-03,+2.778906345E+00
+1.148000E-03,+2.825781345E+00
+1.150000E-03,+2.868750095E+00
+1.152000E-03,+2.919531345E+00
+1.154000E-03,+2.970312595E+00
+1.156000E-03,+3.025000095E+00
+1.158000E-03,+3.071875095E+00
+1.160000E-03,+3.130468845E+00
+1.162000E-03,+3.173437595E+00
+1.164000E-03,+3.228125095E+00
+1.166000E-03,+3.275000095E+00
+1.168000E-03,+3.333593845E+00
+1.170000E-03,+3.384375095E+00
+1.172000E-03,+3.435156345E+00
+1.174000E-03,+3.489843845E+00
+1.176000E-03,+3.536718845E+00
+1.178000E-03,+3.599218845E+00
+1.180000E-03,+3.650000095E+00
+1.182000E-03,+3.704687595E+00
+1.184000E-03,+3.759375095E+00
+1.186000E-03,+3.814062595E+00
+1.188000E-03,+3.872656345E+00
+1.190000E-03,+3.931250095E+00
+1.192000E-03,+3.982031345E+00
+1.194000E-03,+4.044531345E+00
+1.196000E-03,+4.103125095E+00
+1.198000E-03,+4.150000095E+00
+1.200000E-03,+4.212500095E+00
+1.202000E-03,+4.267187595E+00
+1.204000E-03,+4.317968845E+00
+1.206000E-03,+4.380468845E+00
+1.208000E-03,+4.439062595E+00
+1.210000E-03,+4.497656345E+00
+1.212000E-03,+4.556250095E+00
+1.214000E-03,+4.607031345E+00
+1.216000E-03,+4.673437595E+00
+1.218000E-03,+4.735937595E+00
+1.220000E-03,+4.798437595E+00
+1.222000E-03,+4.864843845E+00
+1.224000E-03,+4.923437595E+00
+1.226000E-03,+4.982031345E+00
+1.228000E-03,+5.040625095E+00
+1.230000E-03,+5.103125095E+00
+1.232000E-03,+5.173437595E+00
+1.234000E-03,+5.232031345E+00
+1.236000E-03,+5.298437595E+00
+1.238000E-03,+5.364843845E+00
+1.240000E-03,+5.423437595E+00
+1.242000E-03,+5.489843845E+00
+1.244000E-03,+5.556250095E+00
+1.246000E-03,+5.622656345E+00
+1.248000E-03,+5.689062595E+00
+1.250000E-03,+5.751562595E+00
+1.252000E-03,+5.817968845E+00
+1.254000E-03,+5.880468845E+00
+1.256000E-03,+5.946875095E+00
+1.258000E-03,+6.013281345E+00
+1.260000E-03,+6.079687595E+00
+1.262000E-03,+6.142187595E+00
+1.264000E-03,+6.208593845E+00
+1.266000E-03,+6.267187595E+00
+1.268000E-03,+6.333593845E+00
+1.270000E-03,+6.403906345E+00
+1.272000E-03,+6.462500095E+00
+1.274000E-03,+6.532812595E+00
+1.276000E-03,+6.599218845E+00
+1.278000E-03,+6.665625095E+00
+1.280000E-03,+6.735937595E+00
+1.282000E-03,+6.802343845E+00
+1.284000E-03,+6.868750095E+00
+1.286000E-03,+6.931250095E+00
+1.288000E-03,+7.001562595E+00
+1.290000E-03,+7.075781345E+00
+1.292000E-03,+7.138281345E+00
+1.294000E-03,+7.196875095E+00
+1.296000E-03,+7.267187595E+00
+1.298000E-03,+7.337500095E+00
+1.300000E-03,+7.392187595E+00
+1.302000E-03,+7.454687595E+00
+1.304000E-03,+7.521093845E+00
+1.306000E-03,+7.583593845E+00
+1.308000E-03,+7.650000095E+00
+1.310000E-03,+7.712500095E+00
+1.312000E-03,+7.778906345E+00
+1.314000E-03,+7.853125095E+00
+1.316000E-03,+7.919531345E+00
+1.318000E-03,+7.993750095E+00
+1.320000E-03,+8.060156345E+00
+1.322000E-03,+8.122656345E+00
+1.324000E-03,+8.185156345E+00
+1.326000E-03,+8.247656345E+00
+1.328000E-03,+8.317968845E+00
+1.330000E-03,+8.392187595E+00
+1.332000E-03,+8.454687595E+00
+1.334000E-03,+8.521093845E+00
+1.336000E-03,+8.579687595E+00
+1.338000E-03,+8.642187595E+00
+1.340000E-03,+8.704687595E+00
+1.342000E-03,+8.763281345E+00
+1.344000E-03,+8.829687595E+00
+1.346000E-03,+8.900000095E+00
+1.348000E-03,+8.970312595E+00
+1.350000E-03,+9.032812595E+00
+1.352000E-03,+9.095312595E+00
+1.354000E-03,+9.153906345E+00
+1.356000E-03,+9.228125095E+00
+1.358000E-03,+9.294531345E+00
+1.360000E-03,+9.364843845E+00
+1.362000E-03,+9.427343845E+00
+1.364000E-03,+9.485937595E+00
+1.366000E-03,+9.552343845E+00
+1.368000E-03,+9.614843845E+00
+1.370000E-03,+9.677343845E+00
+1.372000E-03,+9.739843845E+00
+1.374000E-03,+9.806250095E+00
+1.376000E-03,+9.864843845E+00
+1.378000E-03,+9.927343845E+00
+1.380000E-03,+9.989843845E+00
+1.382000E-03,+10.052343845E+00
+1.384000E-03,+10.118750095E+00
+1.386000E-03,+10.177343845E+00
+1.388000E-03,+10.232031345E+00
+1.390000E-03,+10.294531345E+00
+1.392000E-03,+10.357031345E+00
+1.394000E-03,+10.403906345E+00
+1.396000E-03,+10.466406345E+00
+1.398000E-03,+10.513281345E+00
+1.400000E-03,+10.571875095E+00
+1.402000E-03,+10.630468845E+00
+1.404000E-03,+10.696875095E+00
