second,Volt,Volt2
+16.000E-06,+2.402487618E+00,+251.251004E-03
+17.000E-06,+2.247526367E+00,+263.748942E-03
+18.000E-06,+2.557486070E+00,+251.250004E-03
+19.000E-06,+2.402485293E+00,+251.250598E-03
+20.000E-06,+2.247515517E+00,+257.499379E-03
+21.000E-06,+2.402500018E+00,+251.250004E-03
+22.000E-06,+2.402482968E+00,+251.250004E-03
+23.000E-06,+2.247500017E+00,+251.250723E-03
+24.000E-06,+2.247500017E+00,+257.500004E-03
+25.000E-06,+2.247519392E+00,+257.500004E-03
+26.000E-06,+2.402479868E+00,+257.499192E-03
+27.000E-06,+2.247520942E+00,+251.250848E-03
+28.000E-06,+2.402478318E+00,+257.500004E-03
+29.000E-06,+2.247522492E+00,+257.500004E-03
+30.000E-06,+2.402476768E+00,+257.500004E-03
+31.000E-06,+2.247524042E+00,+257.499035E-03
+32.000E-06,+2.402500018E+00,+251.250004E-03
+33.000E-06,+2.402474443E+00,+251.251035E-03
+34.000E-06,+2.247526367E+00,+257.500004E-03
+35.000E-06,+2.402500018E+00,+257.498910E-03
+36.000E-06,+2.402472118E+00,+251.250004E-03
+37.000E-06,+2.247528692E+00,+251.250004E-03
+38.000E-06,+2.402500018E+00,+251.251191E-03
+39.000E-06,+2.402469793E+00,+257.498785E-03
+40.000E-06,+2.247500017E+00,+251.251254E-03
+41.000E-06,+2.247500017E+00,+257.500004E-03
+42.000E-06,+2.247532567E+00,+257.500004E-03
+43.000E-06,+2.402500018E+00,+257.498660E-03
+44.000E-06,+2.402465918E+00,+251.250004E-03
+45.000E-06,+2.247500017E+00,+251.250004E-03
+46.000E-06,+2.247535667E+00,+251.250004E-03
+47.000E-06,+2.402500018E+00,+251.250004E-03
+48.000E-06,+2.402462818E+00,+251.251504E-03
+49.000E-06,+2.247537992E+00,+257.500004E-03
+50.000E-06,+2.402500018E+00,+257.500004E-03
+51.000E-06,+2.402460493E+00,+257.498410E-03
+52.000E-06,+2.247540317E+00,+251.251629E-03
+53.000E-06,+2.402500018E+00,+257.500004E-03
+54.000E-06,+2.402500018E+00,+257.498317E-03
+55.000E-06,+2.402500018E+00,+251.251723E-03
+56.000E-06,+2.402500018E+00,+257.500004E-03
+57.000E-06,+2.402500018E+00,+257.498223E-03
+58.000E-06,+2.402500018E+00,+251.250004E-03
+59.000E-06,+2.402454293E+00,+251.250004E-03
+60.000E-06,+2.247500017E+00,+251.250004E-03
+61.000E-06,+2.247547292E+00,+251.250004E-03
+62.000E-06,+2.402451968E+00,+251.251941E-03
+63.000E-06,+2.247500017E+00,+257.498035E-03
+64.000E-06,+2.247500017E+00,+251.250004E-03
+65.000E-06,+2.247500017E+00,+251.250004E-03
+66.000E-06,+2.247551167E+00,+251.250004E-03
+67.000E-06,+2.402500018E+00,+251.250004E-03
+68.000E-06,+2.402447318E+00,+251.250004E-03
+69.000E-06,+2.247553492E+00,+251.250004E-03
+70.000E-06,+2.402445768E+00,+251.250004E-03
+71.000E-06,+2.247500017E+00,+251.252223E-03
+72.000E-06,+2.247555817E+00,+257.497754E-03
+73.000E-06,+2.402443443E+00,+251.247723E-03
+74.000E-06,+2.247500017E+00,+245.002316E-03
+75.000E-06,+2.247558142E+00,+251.250004E-03
+76.000E-06,+2.402382218E+00,+251.250004E-03
+77.000E-06,+2.092559691E+00,+251.250004E-03
+78.000E-06,+2.247500017E+00,+251.250004E-03
+79.000E-06,+2.247561242E+00,+251.250004E-03
+80.000E-06,+2.402438018E+00,+251.250004E-03
+81.000E-06,+2.247562792E+00,+251.252535E-03
+82.000E-06,+2.402436468E+00,+257.497442E-03
+83.000E-06,+2.247564342E+00,+251.250004E-03
+84.000E-06,+2.402434918E+00,+251.250004E-03
+85.000E-06,+2.247500017E+00,+251.250004E-03
+86.000E-06,+2.247500017E+00,+251.247316E-03
+87.000E-06,+2.247567442E+00,+245.000004E-03
+88.000E-06,+2.402431818E+00,+245.002754E-03
+89.000E-06,+2.247500017E+00,+251.250004E-03
+90.000E-06,+2.247500017E+00,+251.247191E-03
+91.000E-06,+2.247570542E+00,+245.002848E-03
+92.000E-06,+2.402500018E+00,+251.250004E-03
+93.000E-06,+2.402500018E+00,+251.250004E-03
+94.000E-06,+2.402500018E+00,+251.247066E-03
+95.000E-06,+2.402426393E+00,+245.002973E-03
+96.000E-06,+2.247500017E+00,+251.253004E-03
+97.000E-06,+2.247500017E+00,+257.500004E-03
+98.000E-06,+2.247500017E+00,+257.493879E-03
+99.000E-06,+2.247500017E+00,+245.003098E-03
+100.001E-06,+2.247500017E+00,+251.250004E-03
+101.001E-06,+2.247500017E+00,+251.250004E-03
+102.001E-06,+2.247500017E+00,+251.253191E-03
+103.001E-06,+2.247500017E+00,+257.496785E-03
+104.001E-06,+2.247500017E+00,+251.250004E-03
+105.001E-06,+2.247500017E+00,+251.250004E-03
+106.001E-06,+2.247500017E+00,+251.250004E-03
+107.001E-06,+2.247417092E+00,+251.246660E-03
+108.001E-06,+2.092583716E+00,+245.003379E-03
+109.001E-06,+2.247584492E+00,+251.246598E-03
+110.001E-06,+2.402414768E+00,+245.003441E-03
+111.001E-06,+2.247500017E+00,+251.250004E-03
+112.001E-06,+2.247586817E+00,+251.250004E-03
+113.001E-06,+2.402412443E+00,+251.250004E-03
+114.001E-06,+2.247411667E+00,+251.246441E-03
+115.001E-06,+2.092589141E+00,+245.003598E-03
+116.001E-06,+2.247410117E+00,+251.250004E-03
+117.001E-06,+2.092590691E+00,+251.250004E-03
+118.001E-06,+2.247591467E+00,+251.246316E-03
+119.001E-06,+2.402407793E+00,+245.003723E-03
+120.001E-06,+2.247407017E+00,+251.250004E-03
+121.001E-06,+2.092593791E+00,+251.250004E-03
+122.001E-06,+2.247500017E+00,+251.250004E-03
+123.001E-06,+2.247500017E+00,+251.246160E-03
+124.001E-06,+2.247500017E+00,+245.007754E-03
+125.001E-06,+2.247500017E+00,+257.496098E-03
+126.001E-06,+2.247597667E+00,+251.250004E-03
+127.001E-06,+2.402303168E+00,+251.250004E-03
+128.001E-06,+2.092599216E+00,+251.250004E-03
+129.001E-06,+2.247500017E+00,+251.254035E-03
+130.001E-06,+2.247500017E+00,+257.491879E-03
+131.001E-06,+2.247500017E+00,+245.004098E-03
+132.001E-06,+2.247500017E+00,+251.250004E-03
+133.001E-06,+2.247500017E+00,+251.245848E-03
+134.001E-06,+2.247500017E+00,+245.000004E-03
+135.001E-06,+2.247500017E+00,+245.004223E-03
+136.001E-06,+2.247500017E+00,+251.245754E-03
+137.001E-06,+2.247500017E+00,+245.004285E-03
+138.001E-06,+2.247500017E+00,+251.250004E-03
+139.001E-06,+2.247500017E+00,+251.245660E-03
+140.001E-06,+2.247500017E+00,+245.008754E-03
+141.001E-06,+2.247500017E+00,+257.495598E-03
+142.001E-06,+2.247500017E+00,+251.250004E-03
+143.001E-06,+2.247610842E+00,+251.250004E-03
+144.001E-06,+2.402276818E+00,+251.250004E-03
+145.001E-06,+2.092612391E+00,+251.250004E-03
+146.001E-06,+2.247500017E+00,+251.245441E-03
+147.001E-06,+2.247500017E+00,+245.004598E-03
+148.001E-06,+2.247385317E+00,+251.245379E-03
+149.001E-06,+2.092615491E+00,+245.000004E-03
+150.001E-06,+2.247500017E+00,+245.009379E-03
+151.001E-06,+2.247500017E+00,+257.490567E-03
+152.001E-06,+2.247382217E+00,+245.000004E-03
+153.001E-06,+2.092618591E+00,+245.000004E-03
+154.001E-06,+2.247380667E+00,+245.000004E-03
+155.001E-06,+2.092620141E+00,+245.004848E-03
+156.001E-06,+2.247379117E+00,+251.245129E-03
+157.001E-06,+2.092621691E+00,+245.004910E-03
+158.001E-06,+2.247377567E+00,+251.250004E-03
+159.001E-06,+2.092623241E+00,+251.245035E-03
+160.001E-06,+2.247376017E+00,+245.005004E-03
+161.001E-06,+2.092500016E+00,+251.250004E-03
+162.001E-06,+2.092625566E+00,+251.250004E-03
+163.001E-06,+2.247373692E+00,+251.250004E-03
+164.001E-06,+2.092500016E+00,+251.244879E-03
+165.001E-06,+2.092500016E+00,+245.005160E-03
+166.001E-06,+2.092500016E+00,+251.250004E-03
+167.001E-06,+2.092629441E+00,+251.244785E-03
+168.001E-06,+2.247500017E+00,+245.005254E-03
+169.001E-06,+2.247500017E+00,+251.244723E-03
+170.001E-06,+2.247500017E+00,+245.000004E-03
+171.001E-06,+2.247367492E+00,+245.005348E-03
+172.001E-06,+2.092500016E+00,+251.244629E-03
+173.001E-06,+2.092634091E+00,+245.000004E-03
+174.001E-06,+2.247365167E+00,+245.000004E-03
+175.001E-06,+2.092500016E+00,+245.000004E-03
+176.001E-06,+2.092636416E+00,+245.000004E-03
+177.001E-06,+2.247500017E+00,+245.000004E-03
+178.001E-06,+2.247362067E+00,+245.005566E-03
+179.001E-06,+2.092638741E+00,+251.244410E-03
+180.001E-06,+2.247360517E+00,+245.000004E-03
+181.001E-06,+2.092640291E+00,+245.005660E-03
+182.001E-06,+2.247358967E+00,+251.250004E-03
+183.001E-06,+2.092500016E+00,+251.250004E-03
+184.001E-06,+2.092500016E+00,+251.250004E-03
+185.001E-06,+2.092500016E+00,+251.250004E-03
+186.001E-06,+2.092355866E+00,+251.250004E-03
+187.001E-06,+1.937644940E+00,+251.244160E-03
+188.001E-06,+2.092500016E+00,+245.000004E-03
+189.001E-06,+2.092500016E+00,+245.005910E-03
+190.001E-06,+2.092500016E+00,+251.250004E-03
+191.001E-06,+2.092500016E+00,+251.244035E-03
+192.001E-06,+2.092648816E+00,+245.000004E-03
+193.001E-06,+2.247500017E+00,+245.000004E-03
+194.001E-06,+2.247349667E+00,+245.000004E-03
+195.001E-06,+2.092500016E+00,+245.000004E-03
+196.001E-06,+2.092500016E+00,+245.006129E-03
+197.001E-06,+2.092500016E+00,+251.243848E-03
+198.001E-06,+2.092500016E+00,+245.006191E-03
+199.001E-06,+2.092500016E+00,+251.243785E-03
+200.001E-06,+2.092500016E+00,+245.000004E-03
+201.001E-06,+2.092500016E+00,+245.006285E-03
+202.001E-06,+2.092500016E+00,+251.243691E-03
+203.001E-06,+2.092657341E+00,+245.000004E-03
+204.001E-06,+2.247341917E+00,+245.000004E-03
+205.001E-06,+2.092500016E+00,+245.000004E-03
+206.001E-06,+2.092500016E+00,+245.000004E-03
+207.001E-06,+2.092660441E+00,+245.006473E-03
+208.001E-06,+2.247338817E+00,+251.243504E-03
+209.001E-06,+2.092500016E+00,+245.000004E-03
+210.001E-06,+2.092500016E+00,+245.000004E-03
+211.001E-06,+2.092500016E+00,+245.000004E-03
+212.001E-06,+2.092664316E+00,+245.000004E-03
+213.001E-06,+2.247334942E+00,+245.000004E-03
+214.001E-06,+2.092665866E+00,+245.000004E-03
+215.001E-06,+2.247333392E+00,+245.000004E-03
+216.001E-06,+2.092500016E+00,+245.000004E-03
+217.001E-06,+2.092500016E+00,+245.006785E-03
+218.001E-06,+2.092668966E+00,+251.236379E-03
+219.001E-06,+2.247330292E+00,+238.756847E-03
+220.001E-06,+2.092500016E+00,+245.000004E-03
+221.001E-06,+2.092500016E+00,+245.000004E-03
+222.001E-06,+2.092500016E+00,+245.006941E-03
+223.001E-06,+2.092500016E+00,+251.236066E-03
+224.001E-06,+2.092500016E+00,+238.757004E-03
+225.001E-06,+2.092500016E+00,+245.000004E-03
+226.001E-06,+2.092500016E+00,+245.000004E-03
+227.001E-06,+2.092500016E+00,+245.000004E-03
+228.001E-06,+2.092500016E+00,+245.000004E-03
+229.001E-06,+2.092322541E+00,+245.000004E-03
+230.001E-06,+1.937678265E+00,+245.000004E-03
+231.001E-06,+2.092500016E+00,+245.000004E-03
+232.001E-06,+2.092320216E+00,+245.000004E-03
+233.001E-06,+1.937861165E+00,+245.000004E-03
+234.001E-06,+2.247318667E+00,+244.992691E-03
+235.001E-06,+2.092500016E+00,+238.757347E-03
+236.001E-06,+2.092500016E+00,+245.000004E-03
+237.001E-06,+2.092500016E+00,+245.000004E-03
+238.001E-06,+2.092500016E+00,+245.007441E-03
+239.001E-06,+2.092314791E+00,+251.242535E-03
+240.001E-06,+1.937686015E+00,+245.000004E-03
+241.001E-06,+2.092500016E+00,+245.000004E-03
+242.001E-06,+2.092500016E+00,+245.000004E-03
+243.001E-06,+2.092500016E+00,+245.007598E-03
+244.001E-06,+2.092500016E+00,+251.250004E-03
+245.001E-06,+2.092310141E+00,+251.250004E-03
+246.001E-06,+1.937690665E+00,+251.242316E-03
+247.001E-06,+2.092500016E+00,+245.000004E-03
+248.001E-06,+2.092500016E+00,+245.000004E-03
+249.001E-06,+2.092307041E+00,+245.000004E-03
+250.001E-06,+1.937500015E+00,+245.000004E-03
+251.001E-06,+1.937694540E+00,+245.000004E-03
+252.001E-06,+2.092500016E+00,+245.000004E-03
+253.001E-06,+2.092500016E+00,+245.000004E-03
+254.001E-06,+2.092500016E+00,+245.000004E-03
+255.001E-06,+2.092697641E+00,+245.007973E-03
+256.001E-06,+2.247301617E+00,+251.242004E-03
+257.001E-06,+2.092300841E+00,+245.000004E-03
+258.001E-06,+1.937699965E+00,+245.000004E-03
+259.001E-06,+2.092500016E+00,+245.000004E-03
+260.001E-06,+2.092298516E+00,+245.000004E-03
+261.001E-06,+1.937702290E+00,+244.991848E-03
+262.001E-06,+2.092500016E+00,+238.758191E-03
+263.001E-06,+2.092500016E+00,+245.000004E-03
+264.001E-06,+2.092500016E+00,+244.991754E-03
+265.001E-06,+2.092500016E+00,+238.750004E-03
+266.001E-06,+2.092500016E+00,+238.758316E-03
+267.001E-06,+2.092293091E+00,+244.991660E-03
+268.001E-06,+1.937707715E+00,+238.758379E-03
+269.001E-06,+2.092500016E+00,+245.008410E-03
+270.001E-06,+2.092290766E+00,+251.241566E-03
+271.001E-06,+1.937710040E+00,+245.000004E-03
+272.001E-06,+2.092289216E+00,+245.000004E-03
+273.001E-06,+1.937711590E+00,+244.991473E-03
+274.001E-06,+2.092500016E+00,+238.758566E-03
+275.001E-06,+2.092500016E+00,+245.000004E-03
+276.001E-06,+2.092500016E+00,+245.000004E-03
+277.001E-06,+2.092500016E+00,+245.000004E-03
+278.001E-06,+2.092500016E+00,+244.991316E-03
+279.001E-06,+2.092500016E+00,+238.758722E-03
+280.001E-06,+2.092500016E+00,+245.000004E-03
+281.001E-06,+2.092282241E+00,+245.000004E-03
+282.001E-06,+1.937718565E+00,+245.000004E-03
+283.001E-06,+2.092500016E+00,+245.000004E-03
+284.001E-06,+2.092500016E+00,+245.008879E-03
+285.001E-06,+2.092279141E+00,+251.241098E-03
+286.001E-06,+1.937721665E+00,+245.000004E-03
+287.001E-06,+2.092277591E+00,+244.991035E-03
+288.001E-06,+1.937723215E+00,+238.750004E-03
+289.001E-06,+2.092500016E+00,+238.750004E-03
+290.001E-06,+2.092500016E+00,+238.759066E-03
+291.001E-06,+2.092274491E+00,+245.000004E-03
+292.001E-06,+1.937726315E+00,+245.000004E-03
+293.001E-06,+2.092500016E+00,+245.000004E-03
+294.001E-06,+2.092272166E+00,+245.000004E-03
+295.001E-06,+1.937728640E+00,+245.000004E-03
+296.001E-06,+2.092270616E+00,+245.000004E-03
+297.001E-06,+1.937730190E+00,+245.000004E-03
+298.001E-06,+2.092500016E+00,+245.000004E-03
+299.001E-06,+2.092268291E+00,+245.000004E-03
+300.002E-06,+1.937732515E+00,+245.000004E-03
+301.002E-06,+2.092266741E+00,+244.990598E-03
+302.002E-06,+1.937734065E+00,+238.759441E-03
+303.002E-06,+2.092265191E+00,+245.000004E-03
+304.002E-06,+1.937735615E+00,+245.000004E-03
+305.002E-06,+2.092263641E+00,+245.000004E-03
+306.002E-06,+1.937500015E+00,+245.000004E-03
+307.002E-06,+1.937500015E+00,+245.000004E-03
+308.002E-06,+1.937500015E+00,+245.000004E-03
+309.002E-06,+1.937739490E+00,+244.990348E-03
+310.002E-06,+2.092259766E+00,+238.759691E-03
+311.002E-06,+1.937741040E+00,+244.990285E-03
+312.002E-06,+2.092500016E+00,+238.750004E-03
+313.002E-06,+2.092500016E+00,+238.750004E-03
+314.002E-06,+2.092500016E+00,+238.750004E-03
+315.002E-06,+2.092255891E+00,+238.750004E-03
+316.002E-06,+1.937744915E+00,+238.759879E-03
+317.002E-06,+2.092254341E+00,+245.000004E-03
+318.002E-06,+1.937500015E+00,+245.000004E-03
+319.002E-06,+1.937500015E+00,+245.000004E-03
+320.002E-06,+1.937748015E+00,+245.000004E-03
+321.002E-06,+2.092251241E+00,+244.989973E-03
+322.002E-06,+1.937500015E+00,+238.760066E-03
+323.002E-06,+1.937500015E+00,+244.989910E-03
+324.002E-06,+1.937751115E+00,+238.760129E-03
+325.002E-06,+2.092248141E+00,+245.000004E-03
+326.002E-06,+1.937752665E+00,+245.000004E-03
+327.002E-06,+2.092500016E+00,+245.000004E-03
+328.002E-06,+2.092245816E+00,+245.000004E-03
+329.002E-06,+1.937754990E+00,+244.989723E-03
+330.002E-06,+2.092500016E+00,+238.760316E-03
+331.002E-06,+2.092243491E+00,+244.989660E-03
+332.002E-06,+1.937500015E+00,+238.760379E-03
+333.002E-06,+1.937500015E+00,+244.979191E-03
+334.002E-06,+1.937241165E+00,+232.500004E-03
+335.002E-06,+1.782759639E+00,+232.510472E-03
+336.002E-06,+1.937239615E+00,+238.760504E-03
+337.002E-06,+1.782761189E+00,+245.000004E-03
+338.002E-06,+1.937500015E+00,+245.000004E-03
+339.002E-06,+1.937500015E+00,+244.978816E-03
+340.002E-06,+1.937500015E+00,+232.500004E-03
+341.002E-06,+1.937235740E+00,+232.510660E-03
+342.002E-06,+1.783030114E+00,+238.760691E-03
+343.002E-06,+2.092234191E+00,+245.000004E-03
+344.002E-06,+1.937233415E+00,+245.000004E-03
+345.002E-06,+1.782767389E+00,+244.989223E-03
+346.002E-06,+1.937231865E+00,+238.760816E-03
+347.002E-06,+1.782768939E+00,+244.989160E-03
+348.002E-06,+1.937500015E+00,+238.750004E-03
+349.002E-06,+1.937500015E+00,+238.750004E-03
+350.002E-06,+1.937500015E+00,+238.750004E-03
+351.002E-06,+1.937500015E+00,+238.750004E-03
+352.002E-06,+1.937500015E+00,+238.750004E-03
+353.002E-06,+1.937500015E+00,+238.761035E-03
+354.002E-06,+1.937500015E+00,+245.000004E-03
+355.002E-06,+1.937500015E+00,+245.000004E-03
+356.002E-06,+1.937500015E+00,+244.988879E-03
+357.002E-06,+1.937776690E+00,+238.750004E-03
+358.002E-06,+2.092222566E+00,+238.750004E-03
+359.002E-06,+1.937500015E+00,+238.761222E-03
+360.002E-06,+1.937500015E+00,+245.000004E-03
+361.002E-06,+1.937220240E+00,+245.000004E-03
+362.002E-06,+1.782780564E+00,+245.000004E-03
+363.002E-06,+1.937500015E+00,+245.000004E-03
+364.002E-06,+1.937217915E+00,+244.988629E-03
+365.002E-06,+1.782500014E+00,+238.761410E-03
+366.002E-06,+1.782783664E+00,+244.988566E-03
+367.002E-06,+1.937500015E+00,+238.761472E-03
+368.002E-06,+1.937500015E+00,+244.988504E-03
+369.002E-06,+1.937214040E+00,+238.761535E-03
+370.002E-06,+1.782500014E+00,+244.988441E-03
+371.002E-06,+1.782787539E+00,+238.750004E-03
+372.002E-06,+1.937500015E+00,+238.738379E-03
+373.002E-06,+1.937210940E+00,+232.511660E-03
+374.002E-06,+1.782789864E+00,+238.750004E-03
+375.002E-06,+1.936918765E+00,+238.750004E-03
+376.002E-06,+1.628082813E+00,+238.750004E-03
+377.002E-06,+1.937500015E+00,+238.750004E-03
+378.002E-06,+1.937792965E+00,+238.761816E-03
+379.002E-06,+2.092500016E+00,+244.988160E-03
+380.002E-06,+2.091911016E+00,+238.761879E-03
+381.002E-06,+1.782500014E+00,+244.988098E-03
+382.002E-06,+1.782796064E+00,+238.750004E-03
+383.002E-06,+1.937203190E+00,+238.761972E-03
+384.002E-06,+1.782797614E+00,+244.988004E-03
+385.002E-06,+1.937500015E+00,+238.762035E-03
+386.002E-06,+1.937500015E+00,+244.987941E-03
+387.002E-06,+1.937500015E+00,+238.762097E-03
+388.002E-06,+1.937199315E+00,+244.987879E-03
+389.002E-06,+1.782801489E+00,+238.762160E-03
+390.002E-06,+1.937197765E+00,+245.000004E-03
+391.002E-06,+1.782803039E+00,+245.000004E-03
+392.002E-06,+1.937500015E+00,+244.987754E-03
+393.002E-06,+1.937500015E+00,+238.750004E-03
+394.002E-06,+1.937500015E+00,+238.737691E-03
+395.002E-06,+1.937500015E+00,+232.500004E-03
+396.002E-06,+1.937500015E+00,+232.512379E-03
+397.002E-06,+1.937500015E+00,+238.762410E-03
+398.002E-06,+1.937191565E+00,+245.000004E-03
+399.002E-06,+1.782809239E+00,+244.987535E-03
+400.002E-06,+1.937190015E+00,+238.750004E-03
+401.002E-06,+1.782500014E+00,+238.750004E-03
+402.002E-06,+1.782811564E+00,+238.750004E-03
+403.002E-06,+1.937187690E+00,+238.750004E-03
+404.002E-06,+1.782813114E+00,+238.750004E-03
+405.002E-06,+1.937186140E+00,+238.750004E-03
+406.002E-06,+1.782814664E+00,+238.762691E-03
+407.002E-06,+1.937184590E+00,+244.987285E-03
+408.002E-06,+1.782816214E+00,+238.737254E-03
+409.002E-06,+1.937500015E+00,+232.500004E-03
+410.002E-06,+1.937182265E+00,+232.512816E-03
+411.002E-06,+1.782818539E+00,+238.762847E-03
+412.002E-06,+1.937180715E+00,+244.987129E-03
+413.002E-06,+1.782500014E+00,+238.750004E-03
+414.002E-06,+1.782500014E+00,+238.750004E-03
+415.002E-06,+1.782821639E+00,+238.750004E-03
+416.002E-06,+1.937177615E+00,+238.750004E-03
+417.002E-06,+1.782500014E+00,+238.736972E-03
+418.002E-06,+1.782500014E+00,+232.513066E-03
+419.002E-06,+1.782824739E+00,+238.750004E-03
+420.002E-06,+1.937500015E+00,+238.750004E-03
+421.002E-06,+1.937173740E+00,+238.750004E-03
+422.002E-06,+1.782827064E+00,+238.750004E-03
+423.002E-06,+1.937172190E+00,+238.736785E-03
+424.002E-06,+1.782828614E+00,+232.513254E-03
+425.002E-06,+1.937500015E+00,+238.750004E-03
+426.002E-06,+1.937169865E+00,+238.750004E-03
+427.002E-06,+1.782830939E+00,+238.736660E-03
+428.002E-06,+1.937168315E+00,+232.513379E-03
+429.002E-06,+1.782500014E+00,+238.736597E-03
+430.002E-06,+1.782500014E+00,+232.526879E-03
+431.002E-06,+1.782834039E+00,+245.000004E-03
+432.002E-06,+1.937165215E+00,+244.973004E-03
+433.002E-06,+1.782500014E+00,+232.513535E-03
+434.002E-06,+1.782836364E+00,+238.736441E-03
+435.002E-06,+1.937500015E+00,+232.513597E-03
+436.002E-06,+1.937500015E+00,+238.736379E-03
+437.002E-06,+1.937161340E+00,+232.500004E-03
+438.002E-06,+1.782500014E+00,+232.513691E-03
+439.002E-06,+1.782159789E+00,+238.736285E-03
+440.002E-06,+1.627841013E+00,+232.513754E-03
+441.002E-06,+1.782500014E+00,+238.763785E-03
+442.002E-06,+1.782500014E+00,+244.986191E-03
+443.002E-06,+1.782843339E+00,+238.736160E-03
+444.002E-06,+1.937155915E+00,+232.513879E-03
+445.002E-06,+1.782500014E+00,+238.750004E-03
+446.002E-06,+1.782845664E+00,+238.750004E-03
+447.002E-06,+1.937153590E+00,+238.750004E-03
+448.002E-06,+1.782500014E+00,+238.750004E-03
+449.002E-06,+1.782500014E+00,+238.750004E-03
+450.002E-06,+1.782500014E+00,+238.750004E-03
+451.002E-06,+1.782500014E+00,+238.735910E-03
+452.002E-06,+1.782500014E+00,+232.514129E-03
+453.002E-06,+1.782500014E+00,+238.764160E-03
+454.002E-06,+1.782500014E+00,+244.985816E-03
+455.002E-06,+1.782500014E+00,+238.750004E-03
+456.002E-06,+1.782500014E+00,+238.764254E-03
+457.002E-06,+1.782500014E+00,+244.971441E-03
+458.002E-06,+1.782145064E+00,+232.514316E-03
+459.002E-06,+1.627855738E+00,+238.735660E-03
+460.002E-06,+1.782500014E+00,+232.514379E-03
+461.002E-06,+1.782500014E+00,+238.735597E-03
+462.002E-06,+1.782500014E+00,+232.528879E-03
+463.002E-06,+1.782500014E+00,+244.985535E-03
+464.002E-06,+1.782500014E+00,+238.750004E-03
+465.002E-06,+1.782500014E+00,+238.750004E-03
+466.002E-06,+1.782500014E+00,+238.750004E-03
+467.002E-06,+1.782500014E+00,+238.750004E-03
+468.002E-06,+1.782862714E+00,+238.750004E-03
+469.002E-06,+1.937136540E+00,+238.735347E-03
+470.002E-06,+1.782500014E+00,+232.500004E-03
+471.002E-06,+1.782500014E+00,+232.514722E-03
+472.002E-06,+1.782500014E+00,+238.750004E-03
+473.002E-06,+1.782500014E+00,+238.750004E-03
+474.002E-06,+1.782132664E+00,+238.750004E-03
+475.002E-06,+1.627868138E+00,+238.750004E-03
+476.002E-06,+1.782500014E+00,+238.764879E-03
+477.002E-06,+1.782500014E+00,+244.985098E-03
+478.002E-06,+1.782500014E+00,+238.735066E-03
+479.002E-06,+1.782500014E+00,+232.500004E-03
+480.002E-06,+1.782500014E+00,+232.515004E-03
+481.002E-06,+1.782500014E+00,+238.750004E-03
+482.002E-06,+1.782500014E+00,+238.734941E-03
+483.002E-06,+1.782500014E+00,+232.500004E-03
+484.002E-06,+1.782500014E+00,+232.515129E-03
+485.002E-06,+1.782500014E+00,+238.750004E-03
+486.002E-06,+1.782500014E+00,+238.750004E-03
+487.002E-06,+1.782500014E+00,+238.750004E-03
+488.002E-06,+1.782500014E+00,+238.734754E-03
+489.002E-06,+1.782500014E+00,+232.515285E-03
+490.002E-06,+1.782500014E+00,+238.734691E-03
+491.002E-06,+1.782500014E+00,+232.500004E-03
+492.002E-06,+1.782500014E+00,+232.500004E-03
+493.002E-06,+1.782500014E+00,+232.500004E-03
+494.002E-06,+1.782500014E+00,+232.500004E-03
+495.002E-06,+1.782116389E+00,+232.515472E-03
+496.002E-06,+1.627884413E+00,+238.734504E-03
+497.002E-06,+1.782500014E+00,+232.500004E-03
+498.002E-06,+1.782114064E+00,+232.500004E-03
+499.002E-06,+1.627113288E+00,+232.500004E-03
